Dialogue_id	Utterance_id	Text	Label	Start_timestamp	End_timestamp	Source	speaker_name
253	8	no, dina, really, i'm good. i trust you.	Leave	00:05:58,225	00:06:00,460	superstore	Amy
253	9	well, now i'm like a sprinkler.	Joke	00:06:00,493	00:06:02,095	superstore	Dina
254	0	does it hurt when you rotate it?	Care	00:06:03,663	00:06:05,232	superstore	Jonah
254	1	of course it does.	Agree	00:06:05,265	00:06:06,566	superstore	Nico
254	2	i got assaulted by a giant pot of gold.	Complain	00:06:06,599	00:06:08,936	superstore	Nico
254	3	you could have already launched boob cheese.	Taunt	00:06:24,767	00:06:26,203	superstore	Garrett
254	8	actually, that's not a bad idea.	Agree	00:06:40,250	00:06:41,618	superstore	Nico
254	9	i mean, you are relentless and annoying.	Taunt	00:06:41,651	00:06:43,420	superstore	Nico
254	11	it's not, but, you know, you hear what you want to hear.	Oppose	00:06:48,325	00:06:50,893	superstore	Nico
254	12	mm-hmm, i definitely think that's a good idea.	Agree	00:06:54,697	00:06:57,667	superstore	Garrett
255	0	i feel so bad. i didn't know mateo was gonna get hurt when you took the blame.	Apologise	00:06:58,401	00:07:02,505	superstore	Kelly
255	1	don't worry about it. it's like i said.	Comfort	00:07:02,539	00:07:04,607	superstore	Amy
255	7	i'll just text you tonight about what i'm thinking of wearing.	Leave	00:07:33,436	00:07:37,607	superstore	Kelly
255	8	see, she does not suspect a thing.	Flaunt	00:07:37,640	00:07:40,977	superstore	Dina
255	10	clean this up for real.	Arrange	00:07:42,979	00:07:45,948	superstore	Dina
257	0	i'm sorry, why is jonah here?	Care	00:08:02,599	00:08:04,834	superstore	Jeff
257	2	fine, okay. uh, for the record, i should point out that mateo and i previously had a romantic relationship, but i'm confident that we can keep everything professional.	Inform	00:08:10,607	00:08:18,715	superstore	Jeff
257	4	okay, uh, without accepting any liability for your injury, cloud 9 would like to offer you $1,000.	Inform	00:08:25,888	00:08:31,661	superstore	Jeff
257	6	oh, we want the money, jeff.	Inform	00:08:37,650	00:08:40,487	superstore	Jonah
257	9	the offer is $1,000. take it or leave it.	Inform	00:08:47,127	00:08:50,430	superstore	Jeff
258	0	hey, amy.	Greet	00:09:00,173	00:09:02,109	superstore	Glenn
258	1	i thought i'd have sandra work with you.	Arrange	00:09:02,142	00:09:04,511	superstore	Glenn
258	3	yeah, but wouldn't it be nice to have some company?	Advise	00:09:07,147	00:09:09,749	superstore	Glenn
258	4	you know, someone to help you and watch over you?	Advise	00:09:09,782	00:09:13,720	superstore	Glenn
258	7	no, no, of course not.	Oppose	00:09:22,262	00:09:24,531	superstore	Amy
258	9	right.	Agree	00:09:29,302	00:09:30,770	superstore	Glenn
259	3	all right, i just got off the phone with corporate, and things are all good on their end.	Inform	00:09:53,726	00:09:58,331	superstore	Jeff
259	4	we're gonna pass.	Inform	00:10:07,207	00:10:09,209	superstore	Jonah
259	6	i'm gonna go, and, um...	Leave	00:10:14,547	00:10:17,417	superstore	Nico
259	7	sorry the deal fell through.	Apologise	00:10:21,721	00:10:23,623	superstore	Jonah
259	8	good sparring with you, buddy. all right.	Leave	00:10:25,492	00:10:28,828	superstore	Jeff
263	0	it's just hard to make myself do it.	Complain	00:12:33,453	00:12:36,356	superstore	Marcus
263	2	yes, obviously that's the problem.	Agree	00:12:38,358	00:12:40,460	superstore	Marcus
263	4	that's not a bad idea.	Praise	00:12:47,734	00:12:50,637	superstore	Marcus
264	0	i just spoke to corporate. this one time, they're willing to go up to $1,500.	Inform	00:13:11,023	00:13:17,564	superstore	Jeff
264	1	final offer, no exceptions.	Inform	00:13:17,597	00:13:20,433	superstore	Jeff
264	2	unfortunately, i'm still gonna pass.	Inform	00:13:20,467	00:13:24,036	superstore	Nico
264	3	okay, but $1,500 is as high as they're willing to go.	Inform	00:13:24,070	00:13:28,074	superstore	Jeff
264	4	i understand. the answer is still no.	Inform	00:13:30,109	00:13:32,645	superstore	Nico
264	6	that's the cap.	Inform	00:13:38,751	00:13:40,420	superstore	Jeff
264	7	congratulations, you just lost out on $6,500.	Taunt	00:13:58,070	00:14:02,375	superstore	Jeff
264	8	sweet dreams thinking about that.	Taunt	00:14:02,409	00:14:04,644	superstore	Jeff
265	0	i heard about you and adam, and i just wanted to say i hope everything's okay.	Comfort	00:14:18,858	00:14:23,095	superstore	superstore person1
265	1	thanks for checking.	Thank	00:14:26,198	00:14:28,435	superstore	Amy
265	2	i need a urine sample from you.	Ask for help	00:14:28,468	00:14:30,837	superstore	Dina
265	3	oh, um, i'm sorry, i can just--	Apologise	00:14:30,870	00:14:33,706	superstore	superstore person1
265	4	no, dina, this isn't really the best time for this.	Prevent	00:14:33,740	00:14:36,876	superstore	Amy
265	5	hey, that's what happens when you keep screwing up on the job.	Criticize	00:14:36,909	00:14:39,412	superstore	Dina
265	6	we have to find out if it's due to drugs or just gross incompetence.	Inform	00:14:39,446	00:14:42,482	superstore	Dina
268	0	sandra, your tushie needs to be closer to the ground.	Inform	00:16:40,667	00:16:43,770	superstore	Glenn
268	1	yeah, no, me and you both.	Agree	00:16:52,078	00:16:54,280	superstore	Amy
268	2	elias, bend both your knees, not just the one.	Inform	00:16:54,313	00:16:56,983	superstore	Glenn
268	3	i just feel so guilty. i mean, i almost feel like maybe i should tell glenn that i was the one that messed up the signs.	Apologise	00:16:57,016	00:17:03,189	superstore	Kelly
268	5	yeah, you're right, there's probably no point.	Agree	00:17:06,959	00:17:09,328	superstore	Kelly
269	0	hey, i get it. it's tough, especially when you get to your age.	Comfort	00:18:00,913	00:18:03,650	superstore	Dina
269	1	no, i mean i'm over taking the blame for kelly's mistake.	Oppose	00:18:05,151	00:18:07,620	superstore	Amy
269	2	well, let's tell glenn the truth and bury this chick!	Advise	00:18:07,654	00:18:09,321	superstore	Dina
269	8	she's growing up.	Praise	00:18:42,989	00:18:45,692	superstore	Dina
270	7	it'll never really be called off, ever.	Inform	00:19:19,458	00:19:22,461	superstore	Garrett
271	1	doesn't matter. okay...	Comfort	00:19:50,957	00:19:53,159	superstore	Nico
271	2	oh, no, no, no, no, no, you can't--you can't do that.	Prevent	00:19:57,529	00:20:00,900	superstore	Nico
274	1	for all i know, he's reported me by now.	Complain	00:01:03,964	00:01:05,766	superstore	Nico
274	2	i'm sure he didn't. if he did, then, you know, a bunch of guys in uniform would've busted in here by now all like,  everyone, down on the ground!	Comfort	00:01:05,799	00:01:12,673	superstore	Cheyenne
275	1	i'm just so annoyed with everybody and this stupid video.	Complain	00:01:43,403	00:01:46,339	superstore	Amy
275	7	hey, corey, you stole my condom joke.	Complain	00:02:17,838	00:02:20,373	superstore	Sandra
276	0	one of you has committed a serious malfeasance, and i'm not talking about amy's adultery.	Inform	00:03:08,021	00:03:12,993	superstore	Dina
276	2	what i'm talking about is something else.	Inform	00:03:16,897	00:03:18,365	superstore	Dina
276	3	however, we're giving that person one chance.	Inform	00:03:20,934	00:03:23,804	superstore	Glenn
276	4	you come forward today, admit what you did, and we will forget everything.	Inform	00:03:23,837	00:03:27,307	superstore	Glenn
276	7	no, i promise, you will not be punished, i swear on the-on the grave of my father.	Inform	00:03:44,557	00:03:50,463	superstore	Glenn
276	8	i swear on my birds.	Inform	00:03:52,465	00:03:53,967	superstore	Dina
277	6	oh... like, we could wear hats.	Advise	00:04:32,906	00:04:35,075	superstore	Cheyenne
277	8	okay, um... how 'bout we steal a boat?	Advise	00:04:39,880	00:04:43,083	superstore	Cheyenne
277	9	well, we don't sell boats, but i like that you're thinking bigger.	Praise	00:04:43,116	00:04:46,019	superstore	Garrett
279	0	it's all cryptocurrency now, ya dino.	Taunt	00:05:19,953	00:05:22,022	superstore	Dina
279	1	can someone please open a register?	Ask for help	00:05:22,055	00:05:23,590	superstore	superstore person1
279	2	i have kind of a shrimp emergency.	Ask for help	00:05:23,623	00:05:25,325	superstore	superstore person1
279	6	all right, let's all take a number.	Inform	00:05:32,632	00:05:35,368	superstore	Dina
279	7	we're gonna get to everyone.	Inform	00:05:35,402	00:05:37,604	superstore	Dina
280	1	kinda tired of telling people to mind their own business.	Complain	00:06:29,322	00:06:32,059	superstore	Amy
280	2	so, i know this may come as a surprise, but i actually got teased a lot in middle school.	Comfort	00:06:32,092	00:06:36,629	superstore	Jonah
280	6	wow. you're really the hero of that story.	Praise	00:06:59,219	00:07:02,455	superstore	Amy
280	7	uh-oh, hope i'm not interrupting anything.	Joke	00:07:04,224	00:07:07,727	superstore	Sandra
280	8	no, it's not.	Oppose	00:07:11,498	00:07:13,666	superstore	Amy
283	1	could you hit the lights on your way out?	Ask for help	00:10:36,969	00:10:38,505	superstore	Amy
283	3	watch out, cloud 9's about to get real hot up in here!	Joke	00:10:51,584	00:10:54,587	superstore	Amy
283	5	come on, you guys, you're being annoying now.	Complain	00:10:59,392	00:11:00,727	superstore	superstore person2
284	0	thank you all for coming on such short notice.	Thank	00:12:15,602	00:12:17,970	superstore	Glenn
284	3	uh, as you all know, from time to time, we have a guest speaker...	Inform	00:12:26,479	00:12:30,016	superstore	Glenn
284	5	so...i would like to introduce you to pastor craig.	Introduce	00:12:31,784	00:12:35,755	superstore	Glenn
284	10	stop it!	Prevent	00:13:05,452	00:13:08,788	superstore	superstore person3
284	14	and i don't care what you've done.	Inform	00:13:17,564	00:13:20,333	superstore	superstore person4
284	15	god hates the sin, but he loves the sinner.	Inform	00:13:20,367	00:13:26,038	superstore	superstore person4
284	27	all right, everybody blow it out.	Arrange	00:14:24,431	00:14:25,732	superstore	superstore person4
284	28	blow out the sin!	Inform	00:14:27,634	00:14:29,936	superstore	superstore person4
284	29	blow it on out. blow it on out.	Arrange	00:14:31,771	00:14:33,873	superstore	superstore person4
284	31	i think it just got a little lighter in here.	Inform	00:14:37,043	00:14:39,178	superstore	superstore person4
284	34	so, keep breathing, blow out those sins, and forgive yourself.	Arrange	00:14:42,782	00:14:48,455	superstore	superstore person4
284	35	yes, thank you. i need a tire gauge.	Thank	00:14:56,663	00:14:58,798	superstore	superstore person4
284	38	there was no fireable offense.	Inform	00:15:04,471	00:15:06,439	superstore	Glenn
284	39	actually, we christians believe that all people are sinners.	Inform	00:15:11,243	00:15:14,180	superstore	superstore person4
284	53	well, i'm sorry, i don't know you guys that well.	Apologise	00:16:07,800	00:16:09,101	superstore	superstore person4
284	59	all right, guys, enough is enough.	Prevent	00:16:32,592	00:16:34,193	superstore	Jonah
284	63	so...stop.	Prevent	00:17:08,761	00:17:12,432	superstore	Jonah
285	0	oh, hey, ame.	Greet	00:18:04,366	00:18:06,869	superstore	Sandra
285	2	yep. how are you doing with everything?	Care	00:18:16,896	00:18:19,231	superstore	Sandra
286	0	watching your world view get shattered has been the highlight of my year, and that includes meeting that balki guy.	Taunt	00:18:43,422	00:18:50,229	superstore	Dina
286	2	hey, guys, i'm taking off.	Leave	00:18:52,264	00:18:53,966	superstore	Garrett
286	6	no.	Oppose	00:19:19,058	00:19:20,426	superstore	Garrett
286	8	garrett... you little rule follower.	Praise	00:19:25,431	00:19:28,835	superstore	Glenn
286	9	i found a good one!	Praise	00:19:30,302	00:19:32,171	superstore	Glenn
286	10	his ability to delude himself is the only impressive thing about him.	Taunt	00:19:35,407	00:19:38,778	superstore	Dina
291	0	wow, he is so hot. is he a model?	Praise	00:05:43,451	00:05:46,541	superstore	Justine
291	1	he's a lawyer, but i think he used to be a skydiving instructor, and he does a lot of charity work.	Introduce	00:05:46,584	00:05:50,850	superstore	Dina
291	2	that's perfect.	Praise	00:05:50,893	00:05:52,503	superstore	Justine
291	4	thanks a lot, amy.	Thank	00:06:07,867	00:06:09,564	superstore	Justine
291	5	i'm so sorry, i didn't mean for that to happen.	Apologise	00:06:09,607	00:06:11,479	superstore	Amy
291	6	okay, justine, you're back in.	Arrange	00:06:11,522	00:06:13,089	superstore	Dina
295	1	attention, everyone.	Inform	00:11:45,508	00:11:46,944	superstore	Jeff
295	2	who here would like to come with me, and join the target family?	Inform	00:11:46,988	00:11:51,862	superstore	Jeff
295	3	no, no, no, you leave my people alone.	Prevent	00:11:51,906	00:11:54,691	superstore	Glenn
295	8	listen, target is a better store.	Inform	00:12:12,013	00:12:14,145	superstore	Jeff
295	10	why don't we all just go home, and think about it overnight?	Advise	00:12:26,767	00:12:29,944	superstore	Garrett
297	1	your improv skills are really impressive.	Praise	00:13:43,409	00:13:45,802	superstore	superstore person1
297	2	thank you.	Thank	00:13:45,846	00:13:47,935	superstore	Amy
297	4	you've got jokes. well, i am upset about how much movie tickets cost me these days, so maybe i could take advantage of his senior discount.	Joke	00:13:55,421	00:14:02,341	superstore	Amy
300	3	hey, sorry, you can't eat food on the display furniture.	Prevent	00:19:52,603	00:19:55,781	superstore	superstore person2
300	4	oh, hey, owen, it's okay. these are my cloud 9 friends.	Introduce	00:19:55,824	00:19:58,827	superstore	Cheyenne
302	0	yeah, and her shoes made a lot of noise.	Complain	00:01:53,308	00:01:55,223	superstore	Sandra
302	2	it's 2018.	Taunt	00:02:00,184	00:02:02,317	superstore	Amy
302	3	you're right.	Agree	00:02:02,360	00:02:03,666	superstore	Sandra
302	4	to be honest, i really liked her shoes.	Praise	00:02:03,710	00:02:05,363	superstore	Sandra
302	7	that's total crap.	Oppose	00:02:13,502	00:02:15,199	superstore	Myrtle
302	10	they danced in circles or side by side.	Introduce	00:02:20,727	00:02:23,555	superstore	Myrtle
302	13	name one picture where ginger rogers was better than rita hayworth.	Arrange	00:02:32,021	00:02:35,981	superstore	Myrtle
302	14	ginger rogers was nothing.	Leave	00:02:38,048	00:02:41,182	superstore	Myrtle
303	0	ugh, laurie's gonna be looking at our stats, and my checkout scores are terrible.	Complain	00:02:55,326	00:02:58,808	superstore	Nico
303	1	that scanner never works for me.	Complain	00:02:58,852	00:03:00,984	superstore	Nico
303	2	who cares if you're bad at one thing?	Comfort	00:03:04,314	00:03:06,360	superstore	Cheyenne
303	4	my upm score is a five.	Inform	00:03:09,806	00:03:12,374	superstore	Nico
303	5	even i got a 30.	Taunt	00:03:12,417	00:03:14,637	superstore	Garrett
303	6	well, you have better hand-eye coordination.	Praise	00:03:14,681	00:03:16,378	superstore	Nico
303	7	same diff. they're just ugly people floating in space.	Taunt	00:03:20,469	00:03:23,124	superstore	Nico
303	8	yeah, they're not floating in space.	Oppose	00:03:23,167	00:03:24,647	superstore	Garrett
304	1	uh, yeah, hi. amy.	Greet	00:03:31,698	00:03:32,916	superstore	Amy
304	3	okay, good to know. thank you.	Thank	00:03:43,710	00:03:45,276	superstore	superstore person1
304	4	yeah, anytime.	Leave	00:03:45,320	00:03:47,539	superstore	Amy
304	5	hey, um, can i just say, it's-it's really cool to have a woman district manager.	Praise	00:03:47,583	00:03:52,632	superstore	Amy
304	6	i'm kidding.	Joke	00:03:59,682	00:04:01,336	superstore	superstore person1
304	8	i would love some help with some of these personnel details.	Ask for help	00:04:09,779	00:04:13,478	superstore	superstore person1
304	9	oh, uh, yeah. okay, sure.	Agree	00:04:13,522	00:04:16,786	superstore	Amy
304	10	arby's has the meats, but amy's got the deets.	Joke	00:04:16,830	00:04:19,659	superstore	Amy
305	0	hey, i just wanted to make sure we're on the same page about keeping this whole situation from laurie.	Inform	00:04:23,227	00:04:29,016	superstore	Dina
305	3	no, everyone loves preggos.	Oppose	00:04:34,717	00:04:37,459	superstore	Glenn
305	6	not me. if i hear someone's pregnant, all i think about is bathroom breaks and doctors' appointments and hormones.	Oppose	00:04:41,171	00:04:46,655	superstore	Dina
305	12	move! you've gotta move.	Arrange	00:05:04,107	00:05:06,849	superstore	Glenn
306	1	justine is a hard worker.	Introduce	00:05:14,509	00:05:15,858	superstore	Amy
306	3	oh, myrtle, yeah. she's sweet.	Praise	00:05:23,866	00:05:26,564	superstore	Amy
306	8	oh, okay. phew.	Agree	00:05:51,198	00:05:53,026	superstore	Amy
307	1	yeah, that's exactly what happened.	Agree	00:06:15,918	00:06:17,311	superstore	Amy
307	4	i don't know what's inside of her mind.	Complain	00:06:19,966	00:06:22,533	superstore	Amy
307	9	so you led with,  myrtle's not good at her job?	Criticize	00:06:33,109	00:06:35,590	superstore	Jonah
309	0	i just can't make it work.	Complain	00:07:40,263	00:07:41,873	superstore	Nico
309	2	why don't you just go into glenn's computer and change your stats?	Advise	00:07:44,224	00:07:46,530	superstore	Nico
309	4	not really.	Oppose	00:07:56,018	00:07:57,280	superstore	Nico
309	5	i think garrett makes a good point.	Agree	00:08:00,675	00:08:02,198	superstore	Nico
309	7	well, i guess while you're in there, you can change your employee photo too.	Advise	00:08:03,547	00:08:06,246	superstore	Cheyenne
310	2	fine, i'll go get justine to help.	Ask for help	00:08:19,455	00:08:21,022	superstore	Dina
310	3	no, no!	Prevent	00:08:21,565	00:08:22,958	superstore	Sandra
310	7	why don't you just tell laurie you're fat?	Advise	00:08:34,796	00:08:36,189	superstore	Sandra
310	9	this is clearly a baby bump.	Introduce	00:08:37,929	00:08:39,540	superstore	Dina
311	3	hey, myrtle, you borrowed some scissors, and i need them back.	Ask for help	00:09:08,308	00:09:10,788	superstore	Garrett
311	5	this is myrtle's day!	Inform	00:09:12,486	00:09:14,009	superstore	Glenn
312	0	hey, laurie, um, can we talk to you?	Greet	00:09:17,230	00:09:19,971	superstore	Amy
312	1	hi, um, i'm jonah. simms.	Greet	00:09:21,147	00:09:23,801	superstore	Jonah
312	2	she is an invaluable asset to this store.	Inform	00:09:28,937	00:09:30,982	superstore	Amy
312	6	sure, yeah.	Agree	00:09:57,922	00:09:59,794	superstore	superstore person1
312	7	give it a try.	Leave	00:09:59,837	00:10:00,925	superstore	superstore person1
312	8	tinkerbell.	Joke	00:10:03,580	00:10:05,539	superstore	Jonah
313	1	those are words, yes.	Agree	00:10:24,911	00:10:26,303	superstore	Jonah
313	2	find the money!	Arrange	00:10:31,265	00:10:32,744	superstore	Amy
313	3	show mama the money.	Arrange	00:10:32,788	00:10:34,398	superstore	Amy
313	4	o-okay, all right, okay, i appreciate the energy, mama.	Thank	00:10:34,442	00:10:37,706	superstore	Jonah
313	6	yeah, okay, whatever you need.	Agree	00:10:39,186	00:10:41,318	superstore	Amy
313	7	yes, okay!	Agree	00:10:49,849	00:10:51,851	superstore	Amy
313	8	mama smells the bacon 'cause papa found the pork!	Joke	00:10:52,194	00:10:55,458	superstore	Amy
313	9	neither do i, but mama can't stop.	Joke	00:10:58,679	00:11:01,247	superstore	Amy
314	1	fine. can we just change the scores so we can get out of here?	Ask for help	00:11:10,865	00:11:14,477	superstore	Nico
314	5	you might as well change it to something impressive.	Advise	00:11:33,975	00:11:36,020	superstore	Garrett
314	6	you're right.	Agree	00:11:36,064	00:11:37,196	superstore	Nico
314	7	this is my tonya harding moment, and i've gotta claw my way to the top.	Flaunt	00:11:37,239	00:11:40,677	superstore	Nico
315	0	excuse me, young lady.	Greet	00:11:51,384	00:11:52,559	superstore	superstore person1
315	1	do you have any sugar?	Ask for help	00:11:52,602	00:11:54,125	superstore	superstore person1
315	4	isn't that channel 4 weatherman skipper sailes in our very store?	Introduce	00:12:02,830	00:12:08,314	superstore	Glenn
315	7	hey, it's cool.	Praise	00:12:16,452	00:12:17,975	superstore	superstore person1
315	9	really good at what he does.	Praise	00:12:19,107	00:12:21,065	superstore	Myrtle
316	0	hey, you're dina, right?	Greet	00:12:39,649	00:12:41,738	superstore	superstore person1
316	4	okay. uh, well, it says that shrink accounted for, like, 1.4% of total sales last month.	Inform	00:12:54,621	00:13:01,018	superstore	superstore person1
316	5	but at the same time, the regional average actually dropped.	Inform	00:13:01,062	00:13:04,283	superstore	superstore person1
316	7	just ask the question!	Arrange	00:13:11,202	00:13:12,769	superstore	Dina
316	8	so sorry. i, uh--hoo!	Apologise	00:13:12,813	00:13:14,641	superstore	Dina
316	9	just have to, uh, use the restroom.	Leave	00:13:14,684	00:13:16,643	superstore	Dina
316	10	so maybe we can discuss that later.	Advise	00:13:16,686	00:13:18,862	superstore	Dina
316	11	great.	Praise	00:13:21,343	00:13:22,736	superstore	Dina
318	1	and all good things must come to an end.	Comfort	00:15:03,663	00:15:07,231	superstore	Glenn
318	2	myrtle, i am trying to talk to you.	Inform	00:15:09,016	00:15:12,236	superstore	Glenn
318	3	oh, i'm sorry. i...	Apologise	00:15:12,280	00:15:15,892	superstore	Myrtle
319	0	mateo, i've just been going over everyone's upm numbers.	Inform	00:15:39,307	00:15:42,919	superstore	superstore person1
319	1	your score's very impressive.	Inform	00:15:42,963	00:15:44,443	superstore	superstore person1
319	3	but, uh, wow. thank you.	Thank	00:15:49,491	00:15:51,188	superstore	Nico
319	5	that's so stupid.	Joke	00:15:56,803	00:15:59,240	superstore	Cheyenne
319	7	hey, you know what would be a good idea?	Advise	00:16:05,616	00:16:07,140	superstore	Garrett
319	8	if mateo did a demonstration of his technique for the rest of us.	Advise	00:16:07,183	00:16:11,013	superstore	Garrett
319	9	okay, excellent. yes.	Praise	00:16:13,320	00:16:14,799	superstore	superstore person1
319	10	let's meet, register one, five minutes, okay?	Arrange	00:16:14,843	00:16:17,367	superstore	superstore person1
320	0	great.	Praise	00:17:11,399	00:17:13,401	superstore	Nico
320	2	hey, you look pretty warm to me.	Praise	00:17:22,105	00:17:23,846	superstore	Garrett
320	4	oh. ah, looks like it's broken.	Inform	00:17:38,295	00:17:41,516	superstore	Nico
320	7	thank you, cheyenne.	Thank	00:17:46,042	00:17:47,566	superstore	Nico
320	8	so now we begin.	Inform	00:17:48,654	00:17:52,440	superstore	Nico
320	10	oh, i got stung!	Complain	00:18:04,365	00:18:06,541	superstore	Nico
324	1	yeah, we've been on a couple dates.	Agree	00:02:03,710	00:02:05,755	superstore	Amy
324	5	oh, my god. so much effort.	Taunt	00:02:16,157	00:02:18,942	superstore	Cheyenne
324	6	i sent a nude fax once.	Inform	00:02:18,986	00:02:20,509	superstore	Dina
325	0	dina, hey. i made something for you.	Inform	00:02:33,783	00:02:37,091	superstore	superstore person4
325	1	just as, you know, a little thank-you for, you know, the gift that you're giving to glenn and me.	Thank	00:02:37,134	00:02:43,053	superstore	superstore person4
325	2	gosh, what intricate work.	Taunt	00:02:49,538	00:02:53,107	superstore	Dina
325	3	amazing. yeah.	Praise	00:02:54,935	00:02:57,285	superstore	Dina
326	2	hey, were you guys talking about jerry?	Care	00:03:59,434	00:04:01,392	superstore	Glenn
326	3	yeah, this weekend, we're taking the rails off the toilet.	Agree	00:04:00,936	00:04:03,895	superstore	Sandra
326	5	better get over there fast, you know, before she sells out.	Advise	00:04:11,903	00:04:15,298	superstore	Glenn
326	7	uh, yep. okay, let's go.	Leave	00:04:31,901	00:04:34,295	superstore	Sandra
327	0	i like the label. it's very, uh, artisanal.	Praise	00:04:39,256	00:04:43,304	superstore	Garrett
327	3	you're funny.	Praise	00:04:55,925	00:04:58,014	superstore	superstore person2
327	5	no. i guess if you're not used to drinking craft beer, it might take a little time for your palate to adjust.	Oppose	00:05:03,846	00:05:10,200	superstore	superstore person2
329	1	yeah. god, i am so proud of her.	Praise	00:05:29,829	00:05:33,484	superstore	Glenn
329	2	but not jerusha.	Oppose	00:05:37,445	00:05:39,577	superstore	Glenn
329	4	i'm not pressuring anyone.	Oppose	00:05:45,540	00:05:47,455	superstore	Glenn
329	6	i think what i'm saying is, just be careful how you use your power.	Advise	00:06:05,690	00:06:10,086	superstore	Jonah
329	7	maybe you should be careful how you use your power...	Advise	00:06:10,130	00:06:14,699	superstore	Glenn
332	2	i felt pressured to buy cookies from your foster kids.	Complain	00:08:40,454	00:08:42,673	superstore	Justine
332	3	you take a picture of yourself with a newspaper not from tucson.	Advise	00:08:49,854	00:08:53,554	superstore	Glenn
332	4	you made me take care of the tropical fish that you raised even though i can't afford the tank maintenance.	Complain	00:08:53,597	00:08:59,690	superstore	Kelly
332	5	i had to take out a loan.	Complain	00:08:59,734	00:09:01,301	superstore	Kelly
332	6	my sister was in labor, and you needed me to change your screensaver to flying toasters.	Complain	00:09:01,344	00:09:06,741	superstore	Sandra
332	7	she gave birth in her tub.	Complain	00:09:06,784	00:09:09,439	superstore	Sandra
332	9	okay, i--i am sorry, then.	Apologise	00:09:11,311	00:09:13,443	superstore	Glenn
332	10	i'll never pressure you again.	Inform	00:09:13,487	00:09:15,097	superstore	Glenn
332	11	my vertigo was going crazy at the time.	Complain	00:09:21,190	00:09:23,105	superstore	Justine
332	12	i had to sit down in the shower.	Complain	00:09:23,149	00:09:25,151	superstore	Justine
333	1	i can do scarves with birds on them.	Introduce	00:09:29,633	00:09:32,506	superstore	superstore person1
333	2	what about a scarf with a squirrel on it?	Ask for help	00:09:32,549	00:09:35,204	superstore	superstore person2
333	3	no.	Oppose	00:09:35,248	00:09:36,510	superstore	superstore person1
337	1	um, yeah. some.	Agree	00:12:51,927	00:12:54,190	superstore	Amy
337	2	and it was a mess.	Complain	00:13:02,368	00:13:03,978	superstore	Amy
337	3	the only spanish words i know are m(registered trademark) tequila.	Inform	00:13:04,021	00:13:06,676	superstore	Justine
337	4	know what i mean? ay, ay, ay!	Joke	00:13:06,720	00:13:09,026	superstore	Justine
337	6	no, just some guy that i've gone on a couple dates with.	Oppose	00:13:20,473	00:13:23,345	superstore	Amy
337	7	alex, the beverage guy.	Introduce	00:13:23,389	00:13:25,129	superstore	Nico
337	8	oh, the beverage guy. cool.	Praise	00:13:25,173	00:13:27,784	superstore	Jonah
338	2	i had a friend try one of your samples, and--this is crazy-totally independently, also said it tastes like bud light.	Introduce	00:13:52,200	00:14:00,382	superstore	Garrett
338	4	and i'd appreciate that respect if that's what i were doing.	Thank	00:14:08,259	00:14:10,697	superstore	superstore person1
338	5	life is a highway.	Joke	00:14:12,568	00:14:15,658	superstore	Garrett
338	6	i got to get back to work.	Leave	00:14:17,225	00:14:19,009	superstore	Garrett
339	0	excuse me. how much can i buy for $200?	Ask for help	00:14:33,459	00:14:36,418	superstore	superstore person1
339	2	damn it, random man!	Complain	00:14:40,117	00:14:42,859	superstore	Glenn
339	3	who asked you to get involved?	Criticize	00:14:54,393	00:14:56,177	superstore	superstore person1
341	1	hang in there.	Comfort	00:17:09,702	00:17:11,704	superstore	Jonah
341	6	yes, i will--i will do this.	Agree	00:17:39,253	00:17:42,430	superstore	Jonah
344	0	hey. i'm taking off.	Greet	00:19:58,653	00:20:01,221	superstore	superstore person1
344	2	uh, yeah.	Agree	00:20:02,570	00:20:04,833	superstore	Amy
344	4	my parents never made me speak it in the house, and i really don't feel like i should be made to feel guilty about that, okay?	Complain	00:20:33,644	00:20:38,780	superstore	Amy
344	6	oh. oh, cool.	Praise	00:20:42,305	00:20:45,178	superstore	Amy
347	1	those are like, the random ones that no one picks, so that's kind of a good plan.	Praise	00:02:15,972	00:02:19,758	superstore	Nico
347	3	you'd be my friend from my poor life who keeps me grounded.	Praise	00:02:26,080	00:02:28,778	superstore	Nico
348	6	okay, seriously, stop.	Prevent	00:03:25,008	00:03:27,402	superstore	Kelly
348	7	i can't take this much romance.	Taunt	00:03:27,445	00:03:29,447	superstore	Kelly
349	5	how do these toilet stools work?	Ask for help	00:04:15,972	00:04:18,018	superstore	superstore person2
350	0	well, that's annoying.	Complain	00:04:24,720	00:04:27,854	superstore	Dina
350	2	sorry.	Apologise	00:04:31,335	00:04:32,902	superstore	Sandra
350	3	check out this text from colleen at the bel-ridge store.	Introduce	00:04:32,946	00:04:35,426	superstore	Dina
350	4	wonder who's gonna sell the most tickets.  she's so competitive, with her smug cancer survivor smirk.	Taunt	00:04:36,906	00:04:42,912	superstore	Dina
350	7	don't say  uh-huh.  you don't even know the rest of it.	Prevent	00:04:56,056	00:04:59,059	superstore	Dina
351	2	i want a raise!	Inform	00:05:06,718	00:05:08,111	superstore	Amy
351	3	i'm sorry, that was bad timing.	Apologise	00:05:09,896	00:05:11,462	superstore	Amy
351	4	it was surprisingly a very rich topic.	Praise	00:05:15,118	00:05:17,207	superstore	Amy
